user,live_date,message_selector,classes,raw
19mb,2023-11-23 17:27:09,      ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""pokemonLechonkSleep"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_1c5837e49f4e47ac99f72534672f8971/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_1c5837e49f4e47ac99f72534672f8971/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_1c5837e49f4e47ac99f72534672f8971/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_1c5837e49f4e47ac99f72534672f8971/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""pokemonLechonkRun"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""pokemonLechonkRun"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""pokemonLechonkRun"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""pokemonLechonkRun"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_22c7efb7ef17413398adfdd4aaf2897c/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""pokemonLechonkSleep"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_1c5837e49f4e47ac99f72534672f8971/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_1c5837e49f4e47ac99f72534672f8971/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_1c5837e49f4e47ac99f72534672f8971/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_1c5837e49f4e47ac99f72534672f8971/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""pokemonLechonkSleep"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_1c5837e49f4e47ac99f72534672f8971/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_1c5837e49f4e47ac99f72534672f8971/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_1c5837e49f4e47ac99f72534672f8971/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_1c5837e49f4e47ac99f72534672f8971/default/dark/3.0 4x""/></div></span></div></div></span>]"
ProgressiveJLog,2023-11-23 17:27:11,but Fuschia is not an urban city though lol,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">but Fuschia is not an urban city though lol</span></span>]"
sentienttwelve,2023-11-23 17:27:14,Joy  ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Joy </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""knxBEY"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/307716214/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/307716214/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/307716214/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/307716214/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""knxBEY"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/307716214/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/307716214/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/307716214/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/307716214/default/dark/3.0 4x""/></div></span></div></div></span>]"
tysonwolf2k2,2023-11-23 17:27:14,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""danBlush"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/307382707/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/307382707/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/307382707/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/307382707/default/dark/3.0 4x""/></div></span></div></div></span>]"
FourthJoy,2023-11-23 17:27:19,Test for boomers,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Test for boomers</span></span>]"
FLASH_overlord,2023-11-23 17:27:20,she blushed ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">she blushed </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""PogChamp"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/305954156/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/305954156/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/305954156/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/305954156/default/dark/3.0 4x""/></div></span></div></div></span>]"
Umbreon125,2023-11-23 17:27:26,New guy,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">New guy</span></span>]"
zedders89,2023-11-23 17:27:26,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div></span>]"
SolaireSunbro,2023-11-23 17:27:26,Fuschia Joy has an accent,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Fuschia Joy has an accent</span></span>]"
moon2COFFEE,2023-11-23 17:27:26,ah a normal man,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">ah a normal man</span></span>]"
RegiTheGreat,2023-11-23 17:27:26,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""Jebaited"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/114836/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/114836/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/114836/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/114836/default/dark/3.0 4x""/></div></span></div></div></span>]"
Hyprov,2023-11-23 17:27:28,Sus,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Sus</span></span>]"
Stingmoon,2023-11-23 17:27:30,new character ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">new character </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""KomodoHype"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/81273/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/81273/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/81273/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/81273/default/dark/3.0 4x""/></div></span></div></div></span>]"
nubion678,2023-11-23 17:27:32,A new student?,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">A new student?</span></span>]"
RegiTheGreat,2023-11-23 17:27:33,8-D,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">8-D</span></span>]"
tiramisu_mochi,2023-11-23 17:27:34,mad sus,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">mad sus</span></span>]"
MP925,2023-11-23 17:27:34,this episode never gets old even though it is lol,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">this episode never gets old even though it is lol</span></span>]"
Ada06,2023-11-23 17:27:35,James,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">James</span></span>]"
QuizOW,2023-11-23 17:27:36,guys did they show the porygon ep as yet?,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">guys did they show the porygon ep as yet?</span></span>]"
Superswanton,2023-11-23 17:27:38,Jujutsu Kaisen,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Jujutsu Kaisen</span></span>]"
moon2COFFEE,2023-11-23 17:27:39,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div></span>]"
RegiTheGreat,2023-11-23 17:27:41,XD,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">XD</span></span>]"
RegiTheGreat,2023-11-23 17:27:43,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""DarkKnight"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_d9567e500d78441793bee538dcabc1da/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_d9567e500d78441793bee538dcabc1da/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_d9567e500d78441793bee538dcabc1da/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/emotesv2_d9567e500d78441793bee538dcabc1da/default/dark/3.0 4x""/></div></span></div></div></span>]"
qwerty_cheese,2023-11-23 17:27:43,Pokemon fans you can tell the different nurse joys by the crosses on the hat,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Pokemon fans you can tell the different nurse joys by the crosses on the hat</span></span>]"
SolaireSunbro,2023-11-23 17:27:44,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""Kappa"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/25/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/25/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/25/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/25/default/dark/3.0 4x""/></div></span></div></div></span>]"
sentienttwelve,2023-11-23 17:27:46,Transfer student ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Transfer student </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""atpWind"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/90212/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/90212/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/90212/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/90212/default/dark/3.0 4x""/></div></span></div></div></span>]"
Princejefferson1,2023-11-23 17:27:47,old D:,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">old D:</span></span>]"
tysonwolf2k2,2023-11-23 17:27:48,Hahahaha,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">Hahahaha</span></span>]"
Umbreon125,2023-11-23 17:27:48,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""PunOko"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/3.0 4x""/></div></span></div></div></span>]"
CiganoPreto,2023-11-23 17:27:48,OLD monkaS,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">OLD monkaS</span></span>]"
zedders89,2023-11-23 17:27:48,LMAO,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">LMAO</span></span>]"
petethelmangothkid,2023-11-23 17:27:48,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div></span>]"
Stingmoon,2023-11-23 17:27:48,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""PunOko"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/3.0 4x""/></div></span></div></div></span>]"
WormyTheButterfly,2023-11-23 17:27:50,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div></span>]"
Hyprov,2023-11-23 17:27:51,   ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""PunOko"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""PunOko"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""PunOko"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""PunOko"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/160401/default/dark/3.0 4x""/></div></span></div></div></span>]"
RegiTheGreat,2023-11-23 17:27:52,,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt="":D"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/555555560/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/555555560/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/555555560/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/555555560/default/dark/3.0 4x""/></div></span></div></div></span>]"
HotGrill68,2023-11-23 17:27:53,based,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">based</span></span>]"
evilevan014,2023-11-23 17:27:54,  ,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div><span class=""text-fragment"" data-a-target=""chat-message-text""> </span><div class=""chat-line__message--emote-button"" data-test-selector=""emote-button""><div class=""InjectLayout-sc-1i43xsx-0 jbmPmA""><span data-a-target=""emote-name""><div class=""Layout-sc-1xcs6mc-0 eRdKzO chat-image__container""><img alt=""LUL"" class=""chat-image chat-line__message--emote"" src=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0"" srcset=""https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/1.0 1x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/2.0 2x,https://static-cdn.jtvnw.net/emoticons/v2/425618/default/dark/3.0 4x""/></div></span></div></div></span>]"
AngrOnline,2023-11-23 17:27:55,this is chaos,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">this is chaos</span></span>]"
petethelmangothkid,2023-11-23 17:27:57,old bat,[[]],"[<span class="""" data-a-target=""chat-line-message-body""><span class=""text-fragment"" data-a-target=""chat-message-text"">old bat</span></span>]"
